date,valid_from,valid_to,source,county_name,zone_name,localities,code,code_name,phenomenon,phenomenon_group,geometry_source,match_confidence,alert_id,message,source_url,source_label
2026-09-01,2026-09-01T04:05:00,2026-09-01T06:00:00,nowcasting,Arad,Arad,,1,Galben,"Local, intensificări ale vântului cu viteze la rafală de 50…70 km/h, vijelie, frecvente descărcări electrice, averse torențiale care vor acumula 15...20 /mp, grindină de mici dimensiuni (1...2 cm)",ploi/vijelii,county_fallback,medium,f027549564e714cf,"Local, intensificări ale vântului cu viteze la rafală de 50…70 km/h, vijelie, frecvente descărcări electrice, averse torențiale care vor acumula 15...20 /mp, grindină de mici dimensiuni (1...2 cm)",,
2026-09-01,2026-09-01T04:25:00,2026-09-01T06:30:00,nowcasting,Sălaj,Sălaj,,1,Galben,"Local, intensificări ale vântului cu viteze la rafală de 50…70 km/h, vijelie, frecvente descărcări electrice, averse torențiale care vor acumula 15...20 /mp, grindină de mici dimensiuni (1...2 cm)",ploi/vijelii,coordGis,high,c5d6450a0f6823c6,"Local, intensificări ale vântului cu viteze la rafală de 50…70 km/h, vijelie, frecvente descărcări electrice, averse torențiale care vor acumula 15...20 /mp, grindină de mici dimensiuni (1...2 cm)",,
2026-09-01,2026-09-01T22:00:00,2026-09-01T22:45:00,nowcasting,Alba,Alba - localitati,Ocna Mureș; Unirea; Jidvei; Șona; Valea Lungă; Lopadea Nouă; Cetatea de Baltă; Sâncel; Lunca Mureșului; Mirăslău; Bucerdea Grânoasă; Fărău; Noșlac; Hopârta,1,Galben,"averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (50...70 km/h), grindină de mici dimensiuni(1...2 cm).",ploi/vijelii,coordGis,high,f286858e5a4a4d50,"averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (50...70 km/h), grindină de mici dimensiuni(1...2 cm).",,
2026-09-02,2026-09-02T14:00:00,2026-09-02T15:00:00,nowcasting,Bacău,Bacău - localitati,Onești; Târgu Ocna; Dărmănești; Dofteana; Oituz; Helegiu; Slănic-Moldova; Livezi; Târgu Trotuș; Bârsănești; Pârgărești; Cașin; Buciumi; Bogdănești,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 45...55 km/h, grindină de dimensiuni mici (1....2 cm).",ploi/vijelii,uat_match,medium,d78b4382d66d7d35,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 45...55 km/h, grindină de dimensiuni mici (1....2 cm).",,
2026-09-02,2026-09-02T18:00:00,2026-09-02T19:00:00,nowcasting,Argeș,Argeș - localitati,Câmpulung; Rucăr; Pietroșani; Mihăești; Lerești; Schitu Golești; Corbi; Stoenești; Valea Mare Pravăț; Poienarii de Muscel; Godeni; Berevoești; Aninoasa; Domnești; Cetățeni; Vlădești; Bughea de Jos; Dragoslavele; Bughea de Sus; Boteni; Mioarele; Hârtiești,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",ploi/vijelii,uat_match,high,7b618a9a6982b353,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",,
2026-09-02,2026-09-02T18:00:00,2026-09-02T19:00:00,nowcasting,Dâmbovița,Dâmbovița - localitati,Fieni; Bezdead; Buciumeni; Runcu; Pietroșița; Văleni-Dâmbovița; Malu cu Flori; Vișinești; Bărbulețu; Pucheni; Râu Alb; Zona de munte a județului Dâmboviţa; respectiv zona de munte a localităților: Moroeni,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",ploi/vijelii,uat_match,medium,7b618a9a6982b353,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",,
2026-09-02,2026-09-02T18:00:00,2026-09-02T19:00:00,nowcasting,Prahova,Prahova - localitati,Câmpina; Breaza; Sinaia; Comarnic; Vălenii de Munte; Brebu; Slănic; Vărbilău; Telega; Gura Vitioarei; Drajna; Bănești; Poiana Câmpina; Podenii Noi; Măgurele; Cornu; Vâlcănești; Teișani; Aluniș; Dumbrăvești; Șotrile; Bălțești; Bertea; Gornet; Șoimari; Provița de Jos; Predeal-Sărari; Provița de Sus; Ștefești; Adunați; Apostolache; Păcureți; Surani; Ariceștii Zeletin; Secăria; Cosminele; Talea,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",ploi/vijelii,uat_match,medium,7b618a9a6982b353,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului cu rafale de 50...70 km/h, izolat grindină de dimensiuni mici (1....2 cm).",,
2026-09-02,2026-09-02T18:00:00,2026-09-02T19:15:00,nowcasting,Suceava,Suceava - localitati,Moldovița; Vatra Moldoviței; Fundu Moldovei; Brodina; Frumosu; Pojorâta; Izvoarele Sucevei; Ulma; Moldova-Sulița; Cârlibaba; Breaza; Coșna; Ciocănești,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",ploi/vijelii,coordGis,high,edbbeb7ff94d54ef,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",,
2026-09-03,2026-09-02T23:05:00,2026-09-03T00:40:00,nowcasting,Bacău,Bacău - localitati,Filipești; Lipova; Dămienești; Roșiori,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",ploi/vijelii,uat_match,high,442da79c3fcc1a16,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",,
2026-09-03,2026-09-02T23:05:00,2026-09-03T00:40:00,nowcasting,Iași,Iași - localitati,Ipatele,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",ploi/vijelii,uat_match,high,442da79c3fcc1a16,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",,
2026-09-03,2026-09-02T23:05:00,2026-09-03T00:40:00,nowcasting,Neamț,Neamț - localitati,Ion Creangă; Icușești; Bahna; Secuieni; Oniceni; Valea Ursului; Bozieni; Pâncești; Poienari,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",ploi/vijelii,uat_match,high,442da79c3fcc1a16,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",,
2026-09-03,2026-09-02T23:05:00,2026-09-03T00:40:00,nowcasting,Vaslui,Vaslui - localitati,Zăpodeni; Băcești; Dumești; Rebricea; Todirești; Ștefan cel Mare; Oșești; Negrești; Dănești; Gârceni; Cozmești; Vulturești; Rafaila,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",ploi/vijelii,uat_match,medium,442da79c3fcc1a16,"Averse torențiale care vor acumula 15...25 l/mp, frecvente descărcări electrice, intensificări ale vântului cu viteze de 45...55 km/h, grindină de dimensiuni mici (1...2 cm).",,
2026-09-03,2026-09-02T23:10:00,2026-09-03T00:30:00,nowcasting,Brăila,Brăila - localitati,Ianca; Însurăței; Viziru; Tufești; Ulmu; Dudești; Stăncuța; Cireșu; Mircea Vodă; Zăvoaia; Jirlău; Bordei Verde; Surdila-Găiseanca; Surdila-Greci; Făurei,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",ploi/vijelii,uat_match,high,e2ae02d91109188a,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",,
2026-09-03,2026-09-02T23:10:00,2026-09-03T00:30:00,nowcasting,Buzău,Buzău - localitati,Buzău; Vernești; Vadu Pașii; Merei; Smeeni; Mărăcineni; Săgeata; Tisău; Cislău; Costești; Rușețu; Țintești; Pietroasele; Gherăseni; Gălbinași; Breaza; Săhăteni; Ulmeni; Stâlpu; Luciu; C.a. Rosetti; Movila Banului; Amaru; Mihăilești; Năeni; Cilibia; Largu; Robeasca,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",ploi/vijelii,uat_match,medium,e2ae02d91109188a,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",,
2026-09-03,2026-09-02T23:10:00,2026-09-03T00:30:00,nowcasting,Dâmbovița,Dâmbovița - localitati,Moreni; Pucioasa; I. L. Caragiale; Fieni; Răzvad; Gura Ocniței; Bezdead; Valea Lungă; Buciumeni; Dărmănești; Vulcana-Pandele; Runcu; Glodeni; Ocnița; Brănești; Iedera; Vulcana-Băi; Vișinești; Moțăieni; Vârfuri,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",ploi/vijelii,uat_match,medium,e2ae02d91109188a,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",,
2026-09-03,2026-09-02T23:10:00,2026-09-03T00:30:00,nowcasting,Prahova,Prahova - localitati,Ploiesti; Câmpina; Băicoi; Breaza; Mizil; Vălenii de Munte; Urlați; Boldești-Scăeni; Filipeștii de Pădure; Valea Călugărească; Bucov; Plopeni; Bărcănești; Ariceștii Rahtivani; Filipeștii de Târg; Brebu; Târgșoru Vechi; Florești; Blejoi; Vărbilău; Telega; Măgureni; Scorțeni; Gura Vitioarei; Albești-Paleologu; Colceag; Bănești; Berceni; Poiana Câmpina; Sângeru; Iordăcheanu; Păulești; Lipănești; Podenii Noi; Măgurele; Tomșani; Ceptura; Cornu; Baba Ana; Vâlcănești; Cocorăștii Mislii; Dumbrăvești; Șotrile; Bălțești; Gornet; Șoimari; Gornet-Cricov; Provița de Jos; Predeal-Sărari; Gura Vadului; Provița de Sus; Apostolache; Păcureți; Plopu; Chiojdeanca; Surani; Vadu Săpat; Lapoș; Călugăreni; Salcia; Tătaru; Cosminele; Talea; Jugureni; Fântânele,1,Galben,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",ploi/vijelii,uat_match,medium,e2ae02d91109188a,"Local averse torențiale care vor acumula 15...25 l/mp, descărcări electrice.",,
2026-09-03,2026-09-02T23:47:00,2026-09-03T00:40:00,nowcasting,Vaslui,Vaslui - localitati,Pungești; Oșești; Gârceni; Cozmești; Rafaila,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului, grindină de mici dimensiuni (1..2 cm).",ploi/vijelii,coordGis,high,631ccd865b41f8d1,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului, grindină de mici dimensiuni (1..2 cm).",,
